cleaned_review,compound,sentiment
bought formy samsung series led remote work use mostly control volume source work happy itat first delivered one remote didnt work got replacement work expected thank yougreat replica old samsung remote used month issue good productworks fine samsung smart issue till nowdoes everything original remote doesnot genuine product seems brittle little tough around edge lighter original remote probably due poorer quality plastic usage thats kid damage barely use button entire remote source switch hdmi chromecast volume button play pauseit work even older inch samsung smart remote one,0.9371,Positive
pro xiomi best budgetnice picture qualityvery nice audio output full featurecons sometimes lagssometimes stucksin prize range con like thisoverall nice tvthe product price range good running android lag hope update lag problem resolveduseless product useless quality display issue within month service center upto mark better brand quality assured would wish option negative starsuses connectes picture good hopping best level song globaly good product evergood qualitygood,0.9764,Positive
like product used iphonethe product got delivered fast surely work price pay good work charging iphones without lag recommend fact bought couple product taking cableits build quality excellent charge phone quickly despite long cable good feature itnice product rough use using car since day one taken weathering good product zero hassle zero complaint itnice productgood convenient product dont want long dangling wire power banksi bought wayona one plus cable cable year later never faced issue recommended friend well one faced issue wayona product thus far worth itquality product life product good,0.9698,Positive
material good initially charge fast month saw diffrence speed contacted seller warranty within day delivered new one without costgreat product good servicecostly good productwire bit softit hard get foldproduct good need replacement asap cause stopped workingthe cable physically resilient look good cable stopped working month contacted customer support ensured replacement soon hasslefree warranty claimshall share update get replacementvery sturdy cable best fit rough tough usevery nice cablevery good product,0.9779,Positive
look durable charging fine toono complainscharging really fast good producttill satisfied qualitythis good product charging speed slower original iphone cablegood quality would recommend worked well till date issuecable also sturdy enoughhave asked replacement company samevalue money,0.9419,Positive
bought original cable stopped working monthsthis one fraction cost working wellgood product device support fast charging charging time identical original cabledurability slightly low original cable less flexible work perfect bikecar mobile charger unit wellive using month far work finewill update dash charging stop working quickproduct suitable oneplus nord working wrap charging mode value money price range quality also good without doubt one plus quality charging speed goodany hesitation good product might minor difference original cant noticed try wouldnt regretlooks sturdy time tell good review monthsfast charging best part value,0.9793,Positive
screen quality goodits month bought still working finetwo main negative doesnt default option directly start tata sky select hdmi option input menu select tata sky one plugged dosent allow commandchoose volume settop box remote mine tata skywe use remove change volume settingother great mine work fine great graphicsconclusion someone asks buy notmine answer yes noif want kinda cheap decent quality taking risk unknown brand reliability like itbetter samsung sony definitely noi always buy recommend samsung sony hard budget time chose friend using least year without much issueswhile delivery installation excellent whole decent package give good clarity rival chinese tv sound smart feature poor hereyou connect bluetooth headphone option disconnect pair unpair everytimethere voice command button remote even using screen button voice input nothing get recognised fire stick voice recognition tooo goodi purchased gloled inch suggestion techie friend online study technician amazon came home installation drunken mode compromised due busy schedule work installed small screw instead standard wall screw whatever want proper installation performedi calm later gave complaint amazon customer service amazon properly responded till side got huge response problem solving min customercare executive spoke finally vus vice president prashanth phoned apologized inconvenience happened told drunken technician feel good vus top level executive interaction bottom top level vus team touch month resolve issue due stayed away home day back technician came home reinstalled perfect position dedication never expect much customer friendly behaviour thank much kudos team,0.9949,Positive
good productlikevery good item strong useful usb cablevalue moneythanks amazon producer product useful productsturdy support charging,0.9538,Positive
middle class family liye kafi achha ameer log kripya doori banaye rakhen galat review dene bachensound quality good good overallbut croma present citiesand service worstorelse good value moneysound quality could betterbefore buying product amazon definitely buy product emi definitely cheated cute name free emi amazon outright cheating using word free manual attract customer bought great picture quality good sound clearnice picture qualitysometimes line come screen cant knew yet whats problem otherwise well budget free happy product,0.9877,Positive
one amazing cable bucksok charging look sturdy durablefast charging upto watt length really durablebought like time passed older cable family member still working statei bought almost last three year post heavy usage gon buy good qualitygood quality usb charging cable enables fast charging samsung well seeking phone metre cable length helpful keeping phone desk charging adaptor plugged electric outlet best value similar cable cost retail market best pricegreat product wanted portable battery usb slot ipad kindle reader usbc port fit requirement perfectly charge fastgoodvery good overall,0.987,Positive
delivered time package good condition thanks amazon installed within day writing review using week picture quality good sound could better dosnt mean bad connectivity good issue software hardware till nowoverall good product budget thanks amazon lgthis good smart tvi wanted get display contemplating monitor since need get display high resolution opted using month observation using secondary gaming tvpros come software bigger oled meaning extent better upscaling since using primarily gaming love game mode truly see difference play without game mode pic response shaper faster game mode active connect bluetooth headset great watching movie secondary option service best come probably next day install wall mount free really quick cleancons headphone jack connect bluetooth headphone however gamers game mode disabled sound output headphone however work around thisit good product range kpros bluetooth support wireless earphone audio output enough room size wall mount installation free cost smart remote range really appreciable doubt samsung provide smart remote range picture quality decenti love product happy buy product good smart amazing feature consist good processor smart remote good lcd screen sound quality also goodrecommended purchase,0.9979,Positive
yeap cable support fast charging tested brick realme procable pin quality look goodsince couldnt find original cable charger realme searching long time good onecharging speed depends number factor best condition watt brand claim watt fast charge use brand inbox charger personally tested multiple occassion using month two never got speed watt tested cable received box also gave speed buy carefully youre condition good get speed tha wats buy cable cheaper durable braided cablesthe cable support fast charging using oneplus charger advertised could round braided instead flat ribbon cable would make durable experience braided cable easy wrap store use dont get frayed easily cable stopped fast charging two month usage warranty support excellent submitted cable nearby centre new cable shipped within day ive using boat cable year cable moto phone still use stick themgot original one fake cable sold bewareit warp charge support power supply cable long sturdy compared typical oneplus cable box price original oneplus cable mrp got unlike third party wire definitely worth best price segment durable material tangle free alsiamazon send used product cable super support fast charging quality also good sent used product others super product year warranty buy itvery good quality fast charging cable getting good quick charging laptop alsoflat cable design make durablei oneplus watt chargemy original wire destroyed year ago searching cable fast charging buyed many wire phone charging fast original one wire good build quality watt,0.9932,Positive
good productgoodnice product fit exactlygood productfantastic remote cover buy fit model wella good productdone job value highproduct isnt bad rate expensivenice,0.9331,Positive
awesome product fast mobile charging cable like itgood product wish available black white get dirty easilyfor month issue started becoming useless dont buy look alright bad local cable phone charge slowly disconnect connect cable port reassemble still would reduce battery havent used worse cable disappointing money waste also packaging open sealed recieved seller fraudlittle grip given plugin typec pin sideso smoothly remove instead sudden little jerkfirst shaped port easy use charge iam using car android autooverall excellent fast charging adapter slow charging cable vooc supportthough call fast charging cable actually fast charging cablei tried samsung fast charging adapter slow charging cable look sturdiness etc impressiveplanning return product,0.3641,Positive
sometimes remote get disconnected device automaticallypress home button sec working smoothly like originalnot value moneynot workingnot even three monthsvalue moneysubmitting almost day use volume button doesnt work day rear battery cover lose fall anytime function remote like alexa voice command menu home button scroll work fineworks fine wrong instructionsa bit expensive jobi liked alotnyc remotejust like original,0.8402,Positive
slow charging charging speed fastnot happy product bcoz highly priced compared quality wire actually retracted easily need push byhandscrumbles within case recommendedit doesnt support apple car play connectivity good quality winding cable time get entangledusefullcharges doesnt support apple car playbuilt quality plastic roll could betteruseful type one time chargingthe device get tangled easily dont reel end tangential housing reel otherwise compact useful device car,0.9039,Positive
writing review month first cable cut replaced second cable working fine issue using charge controller work fine good price planning pick another one spareproduct oki bought cable charge bluetooth speaker working expectedits lengthy usable car dashcamquality average micro type end sit tightotherwise goodbut keep checking price amazon basic cable type price drop many time thats better qualitythis one good product price range quality okayusing laptop cooling pad overall build look sturdy longevity confirm also connect pc using male male usb work stop writing negative review using cable something intended forcan confirm product seller claim title sticker productno review mention needed length perfect use disappointed rotate cooling pad use cable fall short around cmit work well cable soft flexible probability last long alsobut pover quality,0.7579,Positive
like made product doesnt support fast charging dont connect android auto cargreatconnectors compatible charging power delivery depends adapter used build quality good suitable lenght lead workinguser friendly car drivesdoesnt charge proper tried possible way slow support one device timequality toughness power supply giving best product superb cable durable thick nylon string used pin usefulmy mah mobile battery charge hr fully device charge earlywhile charging device hitting,0.9391,Positive
good cable got original product durable light weightquality top notch also tough hell much durable charge device like original brand cable never worry wear tear cablesfast charging built quality superusing charge phone samsung watt charger work fine charge phone minute let see long last till issue original product belkinworks absolutely finemuch better quality apple fast charging support,0.9335,Positive
button working first week purchase quality upto mark expectedgood product great compatability firestickliked utility build finishits working moreover able initiate returnrefund many try,0.6249,Positive
good multiple issue get paid going brag picture look crisp sound awful light weight flimsy leg body look frame less unless turn doesnt support pre video box reaching customer care easily resolve issue noticeable lag casting screen share overall product good small office shop casual streaming bedroom kitchen stargood productvalue moneygoodthe product good price get best productprocessor slow plg improvesmart work slow picture sound,0.9534,Positive
firstly skeptical purchase online secondary iam big fan sony brand thirdlyas year old kid home scared spend money beyond ofcourse first day sale prime member amazon great indian festival started saw one plus hisense priced including bank offer favourite sony inch priced discarded sony bcz expensive scared kid whilst playing break continuously searching budget friendly tv like tcl redmi nokia iffalcon didnt like inch suddenly blue thursday october saw blowing offer hisense vivid scared buy felt offer tempting took risk bought deal price icici bank credit card instant discount technically bought felt worth risk bought october delivered immediately raised installation request technician came october installed tvthats journey searching installationnow coming initial impression picture say panel clearly see black deep bit greyish kind however colour saturated felt normal looked side clearly say doesnt come near ip panel display yeah average user like sufficient remote simple major apps hotkeys given amazon prime video hotstar good voice assistant enabled simple user friendly experience lack hand free google assistant sound personally felt watt audio given would great watt given crisp clear though increased volume upto chk distortion nothing clear dialogue bass soundbar added added advantage come android doesnt matter average user run show hope hisense sends ota updatenow main point see picture see specially amazon prime video app blue screen line dont know whether problem panel application need chk amazon customer service reason user help enlighten issue would super conclusion frankly speaking bought bcz got almost bought including extended warranty year bcz even mishap happens kid playing wont pinch perspective felt okay minor issue like sound need get clarity prime video issue sorted happyhappy diwali teami bought price tag great purchasepicture quality good per sony better rival like redmi etc pannel work fine give good amount blacksprosandroid tvsoundcolourconsremoteloved picture qualityaverage picture quality priceworth cost nice quality claritygoodgood productgood support team unit reached within hour installation done within time installer called demo properly given company call also received day confirmation material delivery installation done proper way,0.9981,Positive
worth price use local cable provider set previous samsung facing problem problem facing time turn main setting turn setting speaker setting despite speaker wifi blue tooth cell phone proximity result stopped turning main use remote control put stand problem long rundisplay good sound average iam using soundbar issue dont know long last due previous pro panel gone year bought year warranty panelimprove software response improve picture quality worth money budget used day picture quality look good impressive ithope longterm quality also goodthis good one thing bad tha time get stop playing youtube video otherwise good productits good value moneyamazing pic sound quality quality price really good,0.9313,Positive
really worth using get output another display laptop wire till really good build quality really goodi problem last hdmi cable anyone home switch onoff switch desktop display go secwith hdmi good problem gone excellent product service value moneythis cable useful cpu display port monitor hdmi port way wont work cable good quality best packaging amazonnice productmy hdmi port monitor port monitor doesnt detect valid input signal using converter normal port connection work fine hence important note cable might work universallyft display hdmi cable working fine good inrthe product good long enough setup didnt experience loose connection yet using almost monthsyou,0.983,Positive
seems tried quality video value moneyvery high budget hdmi cable amazon basicnicei bought android stick work good itquality cable good richit doesnt lose picture sound quality stickit working expectedi purchased splitter didnt work properly ordered hdmi male female wire helped view source properlygood serf purpose buy weird reason amazon firestick bern working year longer working connected samsung tv hdmi port port searching google help issue seem common samsung tv possible solution wanted check firestick work computer monitor hdmi slot monitor unreachable direct connection hence bought cable firestick worked well monitor whats even weirder firestick work fine connected samsung using cable problem solved although clue hell got fixed quality cable quite good using couple month connect laptop desktop dell monitor picture quality full work fine along sound output sure though since dont monitor price less paid considering quality alternative product available brick mortar store willing pay bit extra fine,0.9498,Positive
apart dispatch item amazon ifalcon smart good buy value money picture crystal clear enjoy high speed internet smart low sound quality worth value moneygood picture quality soundsatisfied customer value money product per pricegood picture quality sound well,0.9678,Positive
smart tv magic remote went kaput since lgs magic remote super pricey decided give one try besides air mouse motion gesture everything else work absolutely finealso lightweight remote form factor feel really nice cozy hand however button dot rivet button sometimes make forget key pressingother great remote controllerthis product good work box original magic remote kaput sure remote would work inch smart however huge relief work work like smooth operator using key need set etc doesnt voice scroll button anyways using feature original magic remote since consumes battery great extent forcing change battery every day dont waste money buying expensive one thisfunctionally good good replacement original remote power switch stopped working havent use functionsgood performancecheap best alternative remote magic mouse option work fine tvworks expected response little slow thats still fine,0.9946,Positive
made good quality materialno issue till date value moneyi checked many product amazon nice productused connect mixer obage tower speaker give best sound qualityi use connect zebronics sound system yeah job really goodniceusing subthe cable good connector also strong price highworking fine cable speaker company provided good quality gold pleted premium look,0.9753,Positive
wonderfulprobably best price range inrgood google interface loaded feature lightweight watt power consumption stable designaverage sound picture quality quite good compare premium brand obviously goodfeatures streaming apps available compatible connect wifi lan cable hdmi set top box laptop usb gaming console old dish cable direct antenna well built chromecast cast compatible app directly phone wifi networkways connect phone via cast feature mobile apps password needed need wifi network via chromecast app project selected medium pic video entire phone screenways connect pclaptop window cast option project entire laptop screen using window cast option need connected wifi network via hdmi cableabout amazon installation service awful technician brought cheap hanging hook mrp inr asked inr without receipt kept telling sale company sent specially however clearly mrp mentioned went market bought much better cabinet inr installation well technician really adamant drill two required hole top drilled one top one bottom kept spare screw bought half hour argument finally drilled required hole kept cussing wasted time assistance person represented service agency wellthis whole process took two hour complete lot argument worst installation experience life farbottomline please avail called free installation service amazon scam instead call acer support job much betterafter using month pro conspros great picture quality awesome black good adjustable sound good look great thin besel remote come favorite ott button content upscaling goodcons remote could better cant use dth remote turn televisison set top box remote operation bit complex motion technology great noticeable blur watching moving ballson ott decrease switch dthoverall nice buy price point think getting fairly better picture quality sound satisfied productproduct good picture quality good product price sound application running smoothly month older issue yet running smoothlyyou get decent feature price pay screen resolution might set back may find pixalation overall goodi amazed picture quality ready truly amazing panel found suitable viewing distance foot nearer may look crisp farther feel like small size speaker also good price get loud without distortion however since speaker downward firing experience vary based whether wall mounted kept standthe remote good voice search work well start take long time opinion compared inch hence know stand among peer ghz wifi work well even across wall negative aspect faced wrt experience using bluetooth headphonesearphones firstly connection sometimes doesnt happen automatically restart mean remove rediscover device thru menu simple secondly signal seems weak even distance foot front signal break even move head incheshowever still super happy got launch offer totally worth recommended sideat price rangeit good quality product marketacer work sound quality improvement otherwise okpicture quality really impressivewifi connectivity goodeasy installboderless screen design premium also google voice support goodsometimes laggingno major issue found tvjust itvellu money good productvery nice productsave money,0.9983,Positive
material good initially charge fast month saw diffrence speed contacted seller warranty within day delivered new one without costgreat product good servicecostly good productwire bit softit hard get foldproduct good need replacement asap cause stopped workingthe cable physically resilient look good cable stopped working month contacted customer support ensured replacement soon hasslefree warranty claimshall share update get replacementvery sturdy cable best fit rough tough usevery nice cablevery good product,0.9779,Positive
color shown image rest quality goodgo useful strong also buy sale discounted price onlybest daily use bit alert delivery man dtdc amazon even ready anything like gundasusing several month good product want avoid cable best producteco dot rdproduct work quality improved edge smooth made poor quality plastic shine dull outlook still buy pricethe product correctly hold echo dot well cable without hindering flat placement wall position holder shifted slightly well term distance wall holder slide adapter biggest pro product con product could improve plastic quality texturequality need improve bad happy purchaseif power outlet going hold charger stronger dont might fall,0.981,Positive
charger much useful still people us micro usb well cnice cable budget product durablegoodi satisfied quality product good fast charging supported use wall charger length short good use powerbank laptopsjustifying pricewire size smallnot woking prodact amazon isuss cebals bad prodactsi nit use prodatcs retun track pleess pikup prodacts,0.9022,Positive
cable otherwise goodi like productquality good month immediately lose battery health thats stop using itnot sturdy cable break weeksi suggest productnice,0.128,Positive
there magic remote include default make life easier magic remote cost around approximatelydisplay turned tested display black wallpaper found small green white dotsimmediately called amazon first scheduled tech visitthe tech come rather spoke call asked whats problem informed problem said need replaced body came itso waited day nothing showing amazon app replacement doubting called amazon customer care explained everything finally spoke one said get replaced given another date within daysthis time replacement came goodamazing picture quality sound clarity drawback come magic remotethe television good installation service pathetic first contact till day delivery got frustrated call customer service accepted problem send technician hour installing mount installed bolt successfully broke last bolt asked cause problem future said wouldnt dont really believe himgoodvery nice good quality best pricenice choicebest deali like lgworth price good,0.9093,Positive
good data cable recommend purchasethe issue metal pin fixed firmly become looseotherwise issuemust purchase cable sturdy fast charging cable three outlet jobgood sturdy micro usb cable good charging speed please dont raise pricesnice product simpla microusb cablebest pricegood one,0.8625,Positive
absolutely value money connect samsung inch uhd jbl soundbar jio set top box working zakkaass picture quality improved compared earlier cable getting dolby set thumb itembest product fair price quality cable goodmust buy picture clearity upto mark,0.8357,Positive
remote look similar original one doesnt need specific setup already tuned sony bravia led oursperfectly workingworking fine farbest remote market using controlling sony smart easy use working smoothly till dateall function working best replacement remote competitive pricedoesnt perform like originalreasonable product good qualitylike expected required function work without issue remote made high quality plastic sure many year last build quality look feel sturdyits working button good,0.9726,Positive
one amazing cable bucksok charging look sturdy durablefast charging upto watt length really durablebought like time passed older cable family member still working statei bought almost last three year post heavy usage gon buy good qualitygood quality usb charging cable enables fast charging samsung well seeking phone metre cable length helpful keeping phone desk charging adaptor plugged electric outlet best value similar cable cost retail market best pricegreat product wanted portable battery usb slot ipad kindle reader usbc port fit requirement perfectly charge fastgoodvery good overall,0.987,Positive
product nice charging awesomecant say anything durability sturdiness part get connected adapter seems highly vulnerable state flick hand might get bent last charging chord got buy one something must done thatvery good worth moneyi replace cable recieved laptop opted zoul highly satisfied cable durable work seamlesslythis amazing product zoul bought many cable brand didnt work well must say best term charging power durability sturdiness much recommendive using cable month galaxy working flawlessly fast charging work expected length make convenient use bed would recommend anyone looking long cable infact brother purchased one seeing buy itthe cable good length charge fast,0.9753,Positive
using old mac mini since broadcom proprietary driver arent available replacement driver dont allow sufficient download speed least experience got device running ubuntu linux genericgoogle search morrownrau use driver github using product tplink btw using variant sold amazon use lsusb find network interface going install driver giyfi admit probably going hard someone generally comfortable shell bash example even though never used dkm github repo along build tool available jammy repo made easy enough get device working read github readmeto sure first got driver working local ubuntu using guest addition connect usb device directly guest also workedultimately installed host setup driver using usb tethering got download speed using device previously getting network interface window mac ubuntuthe device bit sensitive antenna direction come impact download speed using month without complaintsdo review say support kali friend using wifi hacking work really well also support monitor mode issue connecting kali machine web surf bit find relevant article connect link adapter kali machine also driver realtek might need install make work kali machinei given star performance good alpha adapter reasonable range price range beginner best adapter buynice product working fine price high giving stargot wifi one room working well since month good alternative repeater single device need access wifi cornerthe product nice good wifi signal using month complain first time need install driver desktoplaptop link website make operational well explained manualthis product goodi buy product laptop dont support wifi ghz band ghz receive mbps speed broadband plan mbps easy use plug play window good signal using another room router signal drop receive full signal little bit expensive good signal receive mbps download mbps upload speed ghz broadband plan mbpsi highly recommend producti purchase product company use good product,0.995,Positive
remote replica original one supplied original one served one half year remote came without battery performance since last day satisfactory amazon similar remote lessor price cant ass quality alternatively one operate downloading remote play store android may little inconvinience operateworking fine quality outer case low quality purchasethe pairing remote little tough also time remote working use voice recognition button hard press compare original remote came smart box find original piece itremote faulty loos connectivity atleast time day pair timesi want replacement please arrange call back customer service teamvalue money sturdy quality need voice recognition improvementmust add note must switch manually pairworking good issuebut material quality mark,0.9606,Positive
use connect old internet tried lubuntu ubuntu worked box didnt setup there extender cable place comfortable place get model antenna otherwise youll range problem youre directly line sight wifi routerthe wifi dongle simple plug play device start catching available network right plug usb port additional installation software requires signal strength good wonder would different adapter lesser known brand available much competitive pricing hence star lessproseasy use portablecan connected mobile hotspot used budget friendlyless installation processno heating issue good coveragebest alternative usb tethering phone battery may get damaged long term run tetheringconsinternet connection speed varies time also depends modem cellular connectionissues occur installing via available along product installation driver downloaded tplink siteneeded reconnect adapter every time system turned onwill work software issue encountered update systemworked mesupport center worse call unattended time visit nearby storeconclusionbrought ideal user dont need high speed internet usagea good alternative usb tethering budgep youtube video easily played without interruptionswifi connectivity great good result however jitter problem existthis perfect device connect wifi itthis wifi adopter good workingpictures attachedsizedesign build quality packaging software speed connectivity experience warranty size designthe best part compact size sober elegant design big plus easy plug use add good sober designbuild qualitythe build quality undoubtedly superb qualm held doesnt give cheap flimsy productlike feeling good sturdy build qualitypackagingthis part also big plus item well cushioned packaged necessary item ensured damage could caused product transportation ensures customer received something damaged internally alreadysoftwarethis actually good great part productthe good part provided along manualthe great part linux support given version onwards bad reallyspeedit easily support net speed upto mbps practically speaking tested home easily support net speed mbps without sighon testing found connect ghz network without issueconnectivityplease mark foot metre multiply metre get distance feetit easily connects laptop phone metre across one room thats foot mean even old bluetooth used connect ftso foot issue big plus found productexperiencefrom point view far except linux noncompatibility issue found flaw productso overall great productwarrantyits year assured atleast year tensionfree year contrary electronic item today provide year warranty itemsbest adapter bought ever work nicely seemless connectivity,0.9932,Positive
recently purchased kodak amazon overall experience satisfactory picture quality good streaming capability convenient user interface easy navigate although take little bit time get used ithowever issue sound quality best noticed lag switching apps issue significantly impact viewing experience worth mentioningdespite issue would still give kodak star decent price certainly better option offered additional month warranty wrote review particularly interested extending warranty timeit appropriate ethical write false misleading review exchange incentive extended warranty perk go amazon guideline lead consequence customer companyit important honest transparent review write genuine experience product help customer make informed decision purchase ensures review system remains fair trustworthyif satisfied kodak feel comfortable giving high rating perfectly okay give lower rating write review always better honest genuine review rather attempting manipulate system personal gainissues chrome castingi believe good feature would available price liked feature supporting ethernet port earphone jackkodak tvfor amount charged acceptable tvthe kodak xpro model thomson seriesdespite big lighter previous bravia easily mounted previous wallmount note wall mount hole plasticky dont metal insertthe remote sensor separate module projecting underside look integrated main bodythe two usb port side side dont interfere otherthe audio port good feature one want watch without disturbing otherswhen first connected settop box hdmi picture soundthe person service center whose number listed tv warranty card said dont support need call manufacturer much printing service center number warranty cardthis fixed changing hdmi cec setting settop box tv faultthere usermanual given people based experience phone able ultimately figure connection included leafletbook whose page stuck together talk android menu info tv input jack like hdmi arc stand fori got multiple call purchase enquire delivery needed installationas already previous wall mount could get attached hassle opted installation serviceall welllllgood tvpicture quality good,0.9968,Positive
value moneyusually gdgood productgoodquality poor responce latethis youve looking guessquality okk bed body proper tight fixedthe product poor quality seems like duplicate remote doesnt work properly,-0.3182,Negative
work expected little bit lose work well till date really long much usefulquality goodlove itno issue farbought around rupee cable little bit lengthier mentioned length cable cant complain overall product far far better best worth pennybuild quality great look good well last amazonbasics cable lasted around year expecting similar onenot supporting carplay product want cancel amazon dont option cancel sturdy durable using since one month issue reportednice product amazon basic,0.9661,Positive
cable support fast charging tried laptop also tried powerbanktested samsung watt charger worked fine phone tried charger laptop charging though charged laptop cable point heat quite bit chance watt charger used may heat lot overall cord well make sturdy material indicate cord durable price would could lower side due heating otherwise good buygood buylike iti got samsung lite compatible super fast charger charged phone super fast charge mode value money could post picture product good far better original samsung cable cost almost samethe cable sterdy end premium charge one plus rapidly great data transfer macbook well happy purchasegood cableworth quality cable good support fast charging samsung galaxy devicesideal charging data transfergives average speed mbps ssd capable mbps transfer speed actually give provided cable,0.9908,Positive
using xbox working perfectlya good upgrade stock cable got samsung sound quality definitely improved soundbar loud enough volume however subwoofer output improved significantlyi got normal instead premium cable small size luckily get use itworks really wellabsolutely top class money spent loss signal good splitter involved fantastic buy tv one optical outputgetting proper channel surround soundchannel seperation greatim using jio setbox zebronics zuke pro sound barworked expected,0.9656,Positive
superbim using car month quality product described andits working good redme note proquickly charged min mah batteryyou need fast chargerthe purpose using charging attachment portable dac mobile iems build quality really good end really premium transfer sound without without noticeable loss additionscannot comment durability update laterthe best get bit pricey easily available local market thnx duracell convenient reverse charging phone use digital lock home doorkyes great product charge samsung galaxy usb port new samsung charger type port careful charge job pretty well made china whereas samsung charger made indiathis thing duracell meet expected expectation wondervery good quality,0.975,Positive
uhd smart web version good picture quality opareting nice sound quality satisfied afctvive vshdr cant turned appsgot sale us webos snappy feature rich magic remote amazing support samsung smartview dex box mean without internet wifi etc directly cast screen super handy sound quality great price remote get synced airtel dth dual band support hdr get detected auto upscaled full content hotstar netflix con find power usage watt smart assistant pretty useless webos btw essential appsabout installation done day cant comment durability future support thats common comp today except samsung sony panasonicall fine remote pain ergonomically faulted elderly people also webos greatest user friendlygoodreally good product overall bit different android work almost simler google android tvonly feedback screen mirror feel little bit legging would good get player storewhile placing order asked exchange old samsung year extended warranty new come deliveryi like feature login ott apps problem open chrome mobile laptop login,0.9916,Positive
charging fast expected maybe something wrong unit however cable overall actually pretty decent material great doesnt bend shape easily look feel premium length definitely plusgooda sturdy cable mobile chargingits month using charging cable work well thumb upbraided cable sturdy built well long cable add extra reach tangle freea good buy extra length help lotgood productok,0.9295,Positive
overall goodtv picture smart bettersound low another brandservice provider refuse install bad service samsung calling time service provider meet home addresswhy bad badthey product come support stand wall hanging hook install tvpicture quality poor cablesfloor stand come buy seperately request amazon cleary mention add pay seperate charge installation guy buy floor mount good,-0.7003,Negative
worth money suitable android auto purpose served cargot rseverything okay packaging good feeling like seller gave used cablegood productgood product cost moreoriginal cablei bought cable using cable android auto car perfectly work without glitchoriginal cable charge upto watt got watt charger want cable car went checked performance battery charging app charging speed exactly half watt original cable itit provided turbo charging recommend redmi note mobile phone provide turbo charging veri happy product,0.967,Positive
usb bluetooth csr review includes item included specification key feature speed test testing note resultultramini bluetooth csr usb dongle adapter great device much feature providing csr need know deliver price tag good stability feature enable install driver provided csr csr harmony driver inside package install driver recommended dont plug play bluetooth adapter case use microsoft generic driver basic feature reliable recommended using driver manufacturer csr make device reliable stable advanced feature usb bluetooth recommended every buyer looking bluetooth advanced featurespackage item shown pic csr usb dongle main driver mini install driver recommended cardboard cover contain detail specification featuresspecification shown pic bluetooth version compliant backwards compatible supporting profile networking dialup fax lan access headset operating system window vista interface usb compliance better plug usb back panel motherboard symbol rate mbps test kbps kbps average kbps receiving sending range warranty month warranty date purchasekey feature shown pic bluetooth low energy ble radio usb dongle dual mode bluetooth transfer low power selectable input output supporting bluetooth voice data wlan coexistence interface mbps data transfer rate enhanced data rate edr support plug play recommended csr driver wont work plug play may helpabout product testing usagegold plated usb port connector black transparency design blue led illuminationi brought together bluedio plus turbine wireless bluetooth headphone micmicro card slotfm radio blacksahi kam nhi krtawell know may work without driver still written description driver installation oneanyways get driver online guess okaynot usefulgood workingi ordered bluetooth dongle seller year agothat time good old bluetooth knew valuable good bluetooth would ordered seller sell bluetooth bluetooth failurei know bcoz purchased locallybluetooth suck everythingst pairingthere peculiar problem mobile phoes cant search bluetooth detect blutetooth detect mobile phonesi tried csr ivt bluesoiel driver ivt blue soiel driver work much better csr driversonly pairing device workbluetooth power hungry run printing shop needed bluetooth device customer internet send file via bluetooththis clearly happen return device bcoz wish seller loss manufacturer issuei dont know slow every minute headphone disconnected bluetooth turn automatically every minute manually unplug plug pair againi want use neckband dont bluetooth bought connect surprisedbecause sound heard poor low quality sound maybe product got wasnt shown amazonplease spend extra money better one,0.9861,Positive
working difficult battery really bad product,-0.7425,Negative
good cable got original product durable light weightquality top notch also tough hell much durable charge device like original brand cable never worry wear tear cablesfast charging built quality superusing charge phone samsung watt charger work fine charge phone minute let see long last till issue original product belkinworks absolutely finemuch better quality apple fast charging support,0.9335,Positive
